PassengerFirstName;PassengerSecondName;PassengerLastName;PassengerSex;PassengerBirthDate;PassengerDocument;BookingCode;TicketNumber;Baggage;FlightDate;FlightTime;FlightNumber;CodeShare;Destination
TAMARA;T.;BELIKOVA;Female;12/18/1997;6 901 050 248;Not presented;Not presented;Registered;21.02.2017;14:00;SU5628;Own;Yuzhno
AMELIIA;D.;LARIONOVA;Female;12/22/1999;3 097 099 708;Not presented;Not presented;None;21.02.2017;14:00;SU5628;Own;Yuzhno
EVGENIIA;D.;STAROSTINA;Female;12/28/1996;9 987 608 225;Not presented;Not presented;None;21.02.2017;14:00;SU5628;Own;Yuzhno
ARSEN;PAVLOVICH;POLIAKOV;Male;04.03.1996;720 561 656;Not presented;2,79971E+15;Delayed;14.02.2017;10:15;SU1188;Own;Volgograd
EMILIIA;V.;KOZLOVA;Female;05.04.1983;7 112 089 679;Not presented;8,71799E+15;Delayed;14.02.2017;10:15;SU1188;Own;Volgograd
VLADA;V.;DEMIANOVA;Female;09/23/1994;3 388 835 791;Not presented;Not presented;Transit;04.01.2017;5:20;SU1138;Own;Sochi
ALEKSANDR;EGOROVICH;NESTEROV;Male;08/29/1975;8 225 763 021;MTNVAQ;Not presented;Delayed;20.03.2017;17:40;SU6287;Own;Khabarovsk
DAVID;R.;BASHIROV;Male;08/23/1987;9 709 363 654;NHKCKQ;3,73518E+15;None;20.06.2017;6:55;SU1451;Own;Moscow
IULIIA;V.;LEVINA;Female;08.08.1991;4 852 102 039;Not presented;Not presented;None;20.06.2017;6:55;SU1451;Own;Moscow
ANASTASIIA;ANTONOVNA;KOLOSOVA;Female;12.11.1981;5 028 233 590;SPZKSW;5,89157E+15;Transit;20.06.2017;6:55;SU1451;Own;Moscow
NADEZHDA;S.;RIABOVA;Female;10/15/1986;9 098 832 483;Not presented;2,98635E+15;None;20.06.2017;6:55;SU1451;Own;Moscow
NAZAR;V.;RUBTSOV;Male;02.04.1975;3 258 052 520;Not presented;9,7294E+15;None;16.01.2017;7:00;SU1185;Own;Moscow
VIACHESLAV;I.;SAKHAROV;Male;12/27/1995;4 672 626 650;LMQLYO;5,03972E+15;Transit;16.01.2017;7:00;SU1185;Own;Moscow
ALINA;VIACHESLAVOVNA;ZOLOTAREVA;Female;05/29/1998;110 334 197;AUXMRG;2,4194E+15;Registered;16.01.2017;7:00;SU1185;Own;Moscow
ZAKHAR;V.;MAKAROV;Male;12.01.1970;9 052 948 096;Not presented;1,47344E+15;Registered;16.01.2017;7:00;SU1185;Own;Moscow
TAISIIA;E.;DAVYDOVA;Female;02.07.1970;7 064 557 271;Not presented;Not presented;Registered;16.01.2017;7:00;SU1185;Own;Moscow
KAROLINA;L.;LAPTEVA;Female;02/27/1986;1 585 892 009;JFKKRT;1,16753E+15;Transit;16.01.2017;7:00;SU1185;Own;Moscow
POLINA;I.;LARIONOVA;Female;01/25/1980;5 156 995 123;Not presented;Not presented;Registered;16.01.2017;7:00;SU1185;Own;Moscow
ALLA;Z.;BARANOVA;Female;01.05.1992;970 390 967;Not presented;4,68672E+15;Registered;16.01.2017;7:00;SU1185;Own;Moscow
DANIL;VITALEVICH;KUZIN;Male;07.11.1974;7 641 567 657;Not presented;9,47184E+15;None;13.06.2017;22:50;SU1352;Own;Voronezh
IAROSLAVA;IVANOVNA;ZORINA;Female;11.04.1973;754 551 052;Not presented;3,48534E+15;Delayed;13.06.2017;22:50;SU1352;Own;Voronezh
OLESIA;A.;BESSONOVA;Female;03.03.1984;9 711 153 927;Not presented;Not presented;Delayed;11.05.2017;7:00;SU5604;Own;Yuzhno
IAROSLAVA;A.;KUZINA;Female;03.03.1999;2 789 902 757;Not presented;9,62451E+15;Registered;11.05.2017;7:00;SU5604;Own;Yuzhno
ELVIRA;A.;SEREBRIAKOVA;Female;03/19/1994;4 522 950 770;XKMAXH;Not presented;None;22.02.2017;6:05;SU1353;Own;Moscow
MELANIIA;A.;KUROCHKINA;Female;11.05.1994;9 576 564 834;DZYKSM;Not presented;Delayed;22.02.2017;6:05;SU1353;Own;Moscow
ANASTASIIA;ARTEMEVNA;MOROZOVA;Female;01/24/1983;7 402 550 844;Not presented;9,0554E+15;None;22.02.2017;6:05;SU1353;Own;Moscow
LIUDMILA;V.;KOZINA;Female;04/26/1989;4 946 979 809;Not presented;Not presented;Registered;12.08.2017;19:15;SU1233;Own;Moscow
POLINA;ODISSEEVNA;KULAKOVA;Female;09.07.1978;4 564 669 814;QXOMZY;3,32701E+15;Registered;16.01.2017;8:05;SU1459;Own;Moscow
VADIM;I.;EGOROV;Male;08.03.1999;8 370 580 279;Not presented;Not presented;None;16.01.2017;8:05;SU1459;Own;Moscow
SVIATOGOR;KIRILLOVICH;FILIPPOV;Male;08.08.1976;2 504 249 588;ZQMAEU;Not presented;Transit;16.01.2017;8:05;SU1459;Own;Moscow
MARINA;DENISOVNA;OKULOVA;Female;03/26/1985;8 327 466 609;Not presented;Not presented;Transit;16.01.2017;8:05;SU1459;Own;Moscow
RADMIR;G.;EREMIN;Male;10.12.1985;5 083 596 722;Not presented;1,36635E+15;Registered;16.01.2017;8:05;SU1459;Own;Moscow
ELISEI;OLEGOVICH;KHOKHLOV;Male;03/23/1998;9 079 652 567;Not presented;1,6241E+15;Registered;16.01.2017;8:05;SU1459;Own;Moscow
VADIM;NIKOLAEVICH;PETROVSKII;Male;07.10.1975;5 207 021 062;Not presented;Not presented;Delayed;16.01.2017;8:05;SU1459;Own;Moscow
ALEKSANDRA;VADIMOVNA;BORODINA;Female;02.03.1977;2 379 449 556;Not presented;3,53048E+15;Delayed;16.01.2017;8:05;SU1459;Own;Moscow
VARVARA;IVANOVNA;ANTIPOVA;Female;03/18/1981;8 662 144 687;Not presented;Not presented;Registered;16.01.2017;8:05;SU1459;Own;Moscow
EVGENIIA;STANISLAVOVNA;SUBBOTINA;Female;12.12.1971;572 371 838;PYXYQL;9,54169E+15;None;16.01.2017;8:05;SU1459;Own;Moscow
ZLATA;VIACHESLAVOVNA;SAMOILOVA;Female;01.02.1998;6 547 104 146;Not presented;Not presented;Registered;16.01.2017;8:05;SU1459;Own;Moscow
IAN;MARATOVICH;EZHOV;Male;08.05.1980;6 827 531 688;NBLMXJ;5,11178E+15;Transit;16.01.2017;8:05;SU1459;Own;Moscow
ARTUR;R.;DOBRYNIN;Male;05/31/1997;8 029 655 932;XYJOZU;4,73089E+15;Delayed;16.01.2017;8:05;SU1459;Own;Moscow
LEONID;RINATOVICH;TITOV;Male;05.09.1997;7 501 141 657;Not presented;Not presented;Delayed;16.01.2017;8:05;SU1459;Own;Moscow
KARINA;VLADEVNA;OLEINIKOVA;Female;03.06.1978;9 057 484 797;LWMXEX;Not presented;Transit;16.01.2017;8:05;SU1459;Own;Moscow
IULIANA;N.;SAVINA;Female;09/29/1979;496 293 322;UVQGMI;3,64638E+15;Transit;16.01.2017;8:05;SU1459;Own;Moscow
ELINA;F.;ANIKINA;Female;11.04.1996;370 420 797;HSWORZ;4,42185E+15;Registered;16.01.2017;8:05;SU1459;Own;Moscow
BORIS;S.;LAPTEV;Male;09.11.1994;6 774 223 529;Not presented;Not presented;Delayed;16.01.2017;8:05;SU1459;Own;Moscow
MADINA;T.;DANILOVA;Female;01.01.1991;1 583 527 381;QIVAYK;Not presented;Registered;16.01.2017;8:05;SU1459;Own;Moscow
GLEB;DANIELEVICH;LOPATIN;Male;06.11.1977;8 780 594 250;Not presented;Not presented;None;16.01.2017;8:05;SU1459;Own;Moscow
ANTONINA;S.;ZUBOVA;Female;06.06.1984;2 476 815 367;Not presented;Not presented;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
DAVID;K.;UTKIN;Male;01/30/1998;8 602 618 367;KCVWKT;4,83836E+14;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
STEPAN;L.;KONDRATEV;Male;02.02.1991;4 543 930 272;Not presented;Not presented;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
OLEG;O.;GALKIN;Male;02.08.1971;2 759 864 934;GDVPWL;7,02396E+14;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
ANDREI;SEMENOVICH;ANDREEV;Male;02.09.1976;7 142 048 412;UMRKRR;Not presented;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
OKSANA;L.;ANANEVA;Female;07.03.1987;6 455 951 016;TSWFZO;Not presented;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
ESENIIA;D.;MIKHAILOVA;Female;12.02.1971;9 547 580 005;NQYOYQ;2,1306E+15;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
MILENA;A.;POSTNIKOVA;Female;12/18/1973;1 512 045 519;VSUIMO;3,33988E+15;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
MARSEL;A.;KOMAROV;Male;03.05.1978;656 297 493;MTJVRZ;Not presented;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
MIROSLAV;BOGDANOVICH;FILATOV;Male;01/25/1984;9 822 821 530;VIDKYF;1,14815E+15;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
VLAD;RUSLANOVICH;SAKHAROV;Male;07/26/1996;7 287 283 274;Not presented;6,49484E+15;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
AMIR;D.;KALASHNIKOV;Male;01/20/1993;7 035 068 331;Not presented;5,89718E+15;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
MILENA;EVGENEVNA;SUKHANOVA;Female;08.12.1982;6 246 196 476;Not presented;Not presented;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
SAMIR;VALEREVICH;SUKHANOV;Male;11/30/1970;2 113 809 556;Not presented;2,5279E+15;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
ALEKSEI;G.;GAVRILOV;Male;04/20/1976;4 572 883 259;Not presented;1,82448E+15;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
AMELIIA;DENISOVNA;ANANEVA;Female;03.11.1995;9 455 076 485;ACFLNC;Not presented;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
RINAT;M.;TOKAREV;Male;01/31/1999;4 307 285 296;Not presented;7,95805E+14;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
DAVID;O.;NOSKOV;Male;07/26/2000;7 194 591 961;Not presented;Not presented;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
MARGARITA;SEMENOVNA;GLUKHOVA;Female;02/25/1988;2 448 529 740;Not presented;Not presented;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
ALENA;G.;KULESHOVA;Female;09.03.1982;7 424 169 929;WQJVDY;Not presented;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
KSENIIA;T.;KLIUEVA;Female;08.10.1984;5 526 792 964;DCUIHN;Not presented;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
STEFANIIA;A.;LARIONOVA;Female;01/22/1991;6 996 000 980;OMXLXW;Not presented;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
VALERIIA;G.;BABUSHKINA;Female;07.08.1987;9 524 162 821;KKSEVD;Not presented;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
IGOR;R.;DOROKHOV;Male;02/26/1981;8 166 964 823;Not presented;4,71462E+12;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
NELLI;V.;LATYSHEVA;Female;12.05.1971;7 108 107 619;TWABYX;Not presented;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
ANGELINA;ARTEMOVNA;ZOTOVA;Female;04/27/1990;9 259 136 408;Not presented;2,47812E+15;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
AMELIIA;V.;MOROZOVA;Female;04/25/1974;9 896 731 263;TUGJFH;3,62378E+15;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
REGINA;VIACHESLAVOVNA;FROLOVA;Female;12.04.1973;7 665 105 270;PNKSGW;9,7648E+15;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
NATALIA;E.;GONCHAROVA;Female;12/28/1974;4 413 252 184;VRLMTL;Not presented;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
FILIPP;RINATOVICH;VORONIN;Male;08/29/1990;6 578 263 764;SQAZUS;Not presented;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
ELIZAVETA;RUSTAMOVNA;ROMANOVA;Female;10/26/1971;7 473 312 561;RRBOQQ;Not presented;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
EMIL;D.;SEROV;Male;11.09.1989;3 532 209 480;NFJEHE;9,96414E+15;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
NATALIA;GEORGIEVNA;KOSHELEVA;Female;09/29/1995;8 458 042 548;HCJOTW;Not presented;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
NATALIIA;RUSTAMOVNA;SHVETSOVA;Female;06/16/1981;5 868 445 953;Not presented;Not presented;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
OLGA;B.;KUZNETSOVA;Female;09.11.1988;5 815 504 378;LPKALG;1,23639E+15;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
TAISIIA;F.;ERMOLOVA;Female;02.02.1978;5 948 580 899;ZOMZFC;6,08529E+14;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
NATALIIA;R.;VYSOTSKAIA;Female;02.10.1976;8 083 930 347;ASLBHC;Not presented;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
EGOR;V.;ZOLOTOV;Male;08/29/1982;2 004 655 149;Not presented;5,15693E+15;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
MIROSLAVA;IAROMIROVNA;GLEBOVA;Female;11/22/2000;2 504 435 837;NJPLXP;9,90178E+14;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
ZAKHAR;ZAKHAROVICH;LOPATIN;Male;11.06.1989;9 410 671 600;Not presented;Not presented;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
LIANA;DANIELEVNA;CHERNAIA;Female;04/29/1980;8 286 915 218;RRFCNS;3,3207E+15;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
EVGENII;RODIONOVICH;POLIAKOV;Male;01/19/1991;1 689 757 769;QLPQEJ;2,91281E+15;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
VITALII;A.;MARKELOV;Male;07.01.1978;1 713 851 000;NALYDE;Not presented;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
VLADA;A.;KISELEVA;Female;10/19/1997;3 520 355 812;LQGJHX;Not presented;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
DANIL;A.;NECHAEV;Male;04/24/1999;2 364 348 649;Not presented;Not presented;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
ELISEI;A.;KHOKHLOV;Male;09/25/1980;7 650 214 012;Not presented;7,4421E+15;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
IAROSLAVA;S.;VOROBEVA;Female;12.09.1984;3 422 747 780;Not presented;Not presented;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
NADEZHDA;ALEKSANDROVNA;AFANASEVA;Female;10.09.1993;9 877 837 620;WAGZCB;Not presented;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
NIKA;E.;KOROTKOVA;Female;07/23/1989;5 699 662 409;Not presented;8,10698E+15;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
DARIA;V.;VINOGRADOVA;Female;04/24/2000;9 085 580 989;XIDUQZ;2,7202E+15;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
VIKTORIIA;R.;ROGOVA;Female;03/23/1985;8 434 163 538;GMXEVA;1,41669E+15;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
AMINA;ZAKHAROVNA;SMIRNOVA;Female;05/28/1979;4 709 316 375;RVOZOP;5,79563E+15;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
GALINA;KONSTANTINOVNA;DIAKOVA;Female;04/14/1983;3 667 115 000;DXKNPT;Not presented;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
ALEKSANDRA;D.;KASIANOVA;Female;02.09.1972;3 950 615 062;Not presented;1,29759E+15;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
EVELINA;D.;TKACHEVA;Female;03.04.1998;9 562 982 025;OZCRBA;4,35544E+15;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
DANIIL;L.;BESSONOV;Male;11/24/1970;5 528 272 080;QBIJSF;4,89235E+15;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
KONSTANTIN;S.;TIKHONOV;Male;12/15/1983;9 545 443 378;OGULEH;6,82247E+14;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
PAVEL;ROSTISLAVOVICH;VINOGRADOV;Male;02.11.1994;9 098 311 578;Not presented;Not presented;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
ALISA;DANIELEVNA;TERENTEVA;Female;02/22/1996;7 873 945 436;Not presented;3,88648E+15;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
MIKHAIL;T.;KONDRASHOV;Male;11/24/1979;1 291 031 995;Not presented;Not presented;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
NIKA;RADMIROVNA;KOZINA;Female;11.07.1995;5 609 230 939;EUGUFZ;4,73215E+15;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
KRISTINA;R.;GONCHAROVA;Female;02/27/1984;9 545 946 355;Not presented;Not presented;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
LIDIIA;T.;TITOVA;Female;10/27/1982;4 906 853 377;GBRWXL;8,92443E+14;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
SABINA;NIKITICHNA;TSAREVA;Female;07.05.1979;7 407 961 438;Not presented;1,75021E+15;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
OKSANA;VLADISLAVOVNA;VINOGRADOVA;Female;09/23/1971;4 356 084 892;Not presented;Not presented;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
NIKA;I.;PETROVA;Female;06/14/1973;2 041 037 220;Not presented;Not presented;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
TAMERLAN;V.;VASILEV;Male;01/25/1991;1 689 456 468;Not presented;Not presented;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
RUSTAM;PAVLOVICH;KOLOSOV;Male;06/20/1989;1 875 226 067;Not presented;Not presented;Registered;06.01.2017;13:10;SU4602;Operated;Vladivostok
KAROLINA;PLATONOVNA;VORONKOVA;Female;03/16/1990;2 488 673 372;Not presented;9,08335E+14;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
AMIR;IUREVICH;KONSTANTINOV;Male;03.09.1978;6 154 653 025;Not presented;Not presented;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
MIRON;M.;PUGACHEV;Male;09/28/1983;3 516 154 475;Not presented;8,0671E+15;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
AMINA;ALEKSANDROVNA;ODINTSOVA;Female;07.10.1987;8 715 809 206;Not presented;2,22261E+14;Delayed;06.01.2017;13:10;SU4602;Operated;Vladivostok
ILDAR;A.;FOMICHEV;Male;09/30/1994;6 327 196 492;NFFWST;6,99689E+15;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
ELISEI;V.;GOLOVIN;Male;01/30/1993;6 970 173 703;DVDOVT;Not presented;None;06.01.2017;13:10;SU4602;Operated;Vladivostok
VIKTORIIA;PAVLOVNA;LUKIANOVA;Female;06/29/1972;5 937 168 380;MSJTBO;Not presented;Transit;06.01.2017;13:10;SU4602;Operated;Vladivostok
PETR;VSEVOLODOVICH;SHAROV;Male;11/19/1989;5 004 198 854;Not presented;4,96405E+15;Delayed;17.04.2017;15:35;SU6283;Own;Yuzhno
STEFANIIA;I.;EVSEEVA;Female;01/20/1995;2 222 728 590;TQIGFV;Not presented;Delayed;01.05.2017;6:55;SU1200;Own;Perm
AMALIIA;RAMILEVNA;ALEKSEEVA;Female;09.08.1990;8 810 821 081;Not presented;Not presented;Delayed;26.02.2017;7:50;SU1210;Own;Samara
GLEB;V.;SHCHEGLOV;Male;07.09.1997;7 975 179 569;Not presented;Not presented;Registered;18.02.2017;8:05;SU1459;Own;Moscow
ROSTISLAV;A.;MESHKOV;Male;12/20/2000;5 302 152 888;Not presented;5,44135E+15;Transit;18.02.2017;8:05;SU1459;Own;Moscow
DAVID;MIRONOVICH;KORSHUNOV;Male;06/15/1997;7 008 254 824;Not presented;1,32303E+15;Transit;18.02.2017;8:05;SU1459;Own;Moscow
STEPAN;RODIONOVICH;PANFILOV;Male;12/22/1997;6 895 945 934;Not presented;Not presented;Delayed;18.02.2017;8:05;SU1459;Own;Moscow
VLADISLAV;BOGDANOVICH;PAVLOVSKII;Male;01/30/1992;1 617 665 547;BDOJNM;Not presented;Registered;18.02.2017;8:05;SU1459;Own;Moscow
AIDAR;D.;KHOKHLOV;Male;01.11.1999;192 795 750;Not presented;Not presented;Transit;18.02.2017;8:05;SU1459;Own;Moscow
SVIATOGOR;E.;PANOV;Male;10/27/1975;5 079 707 469;Not presented;Not presented;None;18.02.2017;8:05;SU1459;Own;Moscow
VLADISLAVA;IVANOVNA;PANKRATOVA;Female;04/21/1975;2 127 540 884;Not presented;3,91322E+15;Delayed;18.02.2017;8:05;SU1459;Own;Moscow
VALERII;A.;KORNILOV;Male;05/14/1983;7 849 383 660;GHRYPZ;2,90634E+15;Delayed;18.02.2017;8:05;SU1459;Own;Moscow
TAISIIA;GRIGOREVNA;SUSLOVA;Female;03/30/1978;3 312 460 627;Not presented;5,34006E+15;None;21.08.2017;7:00;SU5604;Own;Yuzhno
SAVVA;S.;BELOUSOV;Male;07/15/1992;8 819 946 737;Not presented;6,48837E+15;Transit;27.07.2017;19:25;SU6285;Own;Petropavlovsk
DANIL;RUSLANOVICH;VDOVIN;Male;02/23/1971;1 267 691 311;JXIXPD;Not presented;None;10.01.2017;21:05;SU1355;Own;Moscow
IGNAT;R.;MAKAROV;Male;04.04.1999;4 306 674 552;MJVLHQ;Not presented;Registered;10.01.2017;21:05;SU1355;Own;Moscow
IAROSLAV;T.;BOCHAROV;Male;09/19/1971;5 253 723 968;BBZHVF;1,05723E+15;None;10.01.2017;21:05;SU1355;Own;Moscow
VLADISLAV;ARTEMICH;KALUGIN;Male;02.06.1989;639 210 484;WSLHJK;2,44107E+15;Delayed;10.01.2017;21:05;SU1355;Own;Moscow
POLINA;ROBERTOVNA;BEZRUKOVA;Female;03/29/1985;6 535 065 810;Not presented;7,70531E+15;Transit;10.01.2017;21:05;SU1355;Own;Moscow
RUSLAN;K.;KHOKHLOV;Male;01/22/1995;6 171 193 578;Not presented;8,07496E+15;Transit;10.01.2017;21:05;SU1355;Own;Moscow
SAVVA;G.;MASLENNIKOV;Male;03/13/1973;9 224 947 941;Not presented;Not presented;Registered;10.01.2017;21:05;SU1355;Own;Moscow
AMELIIA;SAMIROVNA;ULIANOVA;Female;04.01.1983;8 517 801 790;PDXVVU;5,69877E+15;None;10.01.2017;21:05;SU1355;Own;Moscow
NADEZHDA;IGOREVNA;GORLOVA;Female;12/26/1982;3 167 421 980;Not presented;Not presented;Registered;10.01.2017;21:05;SU1355;Own;Moscow
LIDIIA;S.;SHULGINA;Female;05.12.1989;5 334 895 439;Not presented;Not presented;Transit;10.01.2017;21:05;SU1355;Own;Moscow
MADINA;MAKAREVNA;NECHAEVA;Female;06/13/1989;3 106 084 404;Not presented;2,35763E+15;Delayed;10.01.2017;21:05;SU1355;Own;Moscow
VSEVOLOD;VASILEVICH;SHULGIN;Male;09.10.1994;281 996 662;DVKNWL;Not presented;Transit;10.01.2017;21:05;SU1355;Own;Moscow
DANIL;A.;SEMENOV;Male;05.04.1998;8 167 948 712;MVIRFD;6,72831E+15;None;10.01.2017;21:05;SU1355;Own;Moscow
LIUBOV;ARTEMOVNA;IASHINA;Female;05/30/1972;4 918 187 077;Not presented;8,45905E+14;Registered;10.01.2017;21:05;SU1355;Own;Moscow
ALENA;VIKTOROVNA;BARSUKOVA;Female;07/27/1974;54 137 243;VFGUGH;5,28998E+15;Registered;10.01.2017;21:05;SU1355;Own;Moscow
DAMIR;NAZAROVICH;KOMISSAROV;Male;03/13/1983;8 307 255 177;GDRXQL;Not presented;Delayed;10.01.2017;21:05;SU1355;Own;Moscow
ROBERT;D.;NOSKOV;Male;12/19/1994;1 793 475 137;TWGGQH;Not presented;Transit;10.01.2017;21:05;SU1355;Own;Moscow
MAIIA;V.;BONDAREVA;Female;08/29/1990;2 342 635 522;Not presented;7,07262E+14;Transit;10.01.2017;21:05;SU1355;Own;Moscow
KARINA;ALEKSANDROVNA;VINOKUROVA;Female;12.10.1980;9 003 879 717;UKXUIV;8,99953E+15;None;10.01.2017;21:05;SU1355;Own;Moscow
GRIGORII;ODISSEICH;ZYKOV;Male;02/15/1992;2 991 841 862;Not presented;Not presented;None;01.11.2017;14:15;SU1281;Own;Moscow
MIROSLAVA;IUREVNA;GUROVA;Female;06/29/1993;7 853 316 455;Not presented;1,54388E+15;Delayed;13.09.2017;7:55;SU1531;Own;Moscow
MARGARITA;PLATONOVNA;SOBOLEVA;Female;11.09.1985;9 348 849 682;Not presented;5,37504E+15;Transit;22.01.2017;17:30;SU5629;Own;Khabarovsk
ANTONINA;I.;FIRSOVA;Female;11/16/1982;1 184 658 716;ZMYFHG;9,65302E+15;None;31.03.2017;13:25;SU1731;Own;Moscow
VERA;MIROSLAVOVNA;PETROVA;Female;04/29/1996;8 454 101 678;Not presented;Not presented;Registered;31.03.2017;13:25;SU1731;Own;Moscow
MARSEL;Z.;KULAKOV;Male;08/13/1996;4 683 299 969;Not presented;2,3901E+15;Registered;31.03.2017;13:25;SU1731;Own;Moscow
KRISTINA;P.;IZMAILOVA;Female;06.12.1973;4 702 684 123;PHKWAJ;Not presented;Transit;31.03.2017;13:25;SU1731;Own;Moscow
NIKITA;O.;GUBANOV;Male;02/29/1988;4 382 312 072;Not presented;6,61862E+15;None;19.04.2017;1:30;SU1522;Own;Novyj Urengoj
DANIIL;MAKAREVICH;TIKHONOV;Male;04/23/1986;8 635 751 434;Not presented;2,58891E+15;None;12.03.2017;19:40;SU1059;Own;Moscow
TAISIIA;GEORGIEVNA;PAVLOVSKAIA;Female;05/28/1993;1 027 481 275;KOECBD;Not presented;Registered;20.08.2017;8:10;SU1122;Own;Sochi
KIRILL;PETROVICH;ZIMIN;Male;04.10.1993;2 340 488 316;Not presented;1,7763E+15;Transit;21.03.2017;22:30;SU1502;Own;Tyumen
ROMAN;VADIMOVICH;KOCHERGIN;Male;06/28/1982;9 271 791 955;Not presented;4,40688E+14;None;02.07.2017;22:50;SU1196;Own;Kazan
DANIIL;R.;VORONIN;Male;04/15/1983;4 403 954 160;ECFZTK;Not presented;Registered;14.06.2017;12:30;SU1231;Own;Moscow
ALINA;IVANOVNA;CHESNOKOVA;Female;01.09.2000;7 588 772 577;Not presented;1,63156E+15;Delayed;28.01.2017;8:00;SU5603;Own;Vladivostok
TAMERLAN;O.;DMITRIEV;Male;05/14/1976;9 950 160 096;JJKFEE;Not presented;Transit;28.01.2017;8:00;SU5603;Own;Vladivostok
NELLI;D.;KOROLKOVA;Female;08/18/1988;38 338 382;ZBORNX;Not presented;Transit;13.01.2017;20:45;SU1442;Own;Irkutsk
LARISA;S.;GORSHKOVA;Female;10/30/1991;8 769 144 728;Not presented;Not presented;Transit;13.01.2017;20:45;SU1442;Own;Irkutsk
MELANIIA;G.;ARKHIPOVA;Female;08.09.2000;9 134 158 791;Not presented;1,0104E+15;Delayed;13.01.2017;20:45;SU1442;Own;Irkutsk
